num_passengers,sales_channel,trip_type,purchase_lead,length_of_stay,flight_hour,flight_day,route,booking_origin,wants_extra_baggage,wants_preferred_seat,wants_in_flight_meals,flight_duration,booking_complete,flight_length
1,Internet,RoundTrip,6,18,14,Fri,BKIMEL,Australia,1,0,1,8.83,0,long
1,Internet,RoundTrip,10,48,1,Fri,BKIMEL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,8,1,9,Wed,BKIMEL,India,0,0,1,8.83,0,long
1,Internet,RoundTrip,64,77,15,Thu,BKIMEL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,44,20,23,Sat,BKIMEL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,14,75,14,Fri,BKIMEL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,24,19,5,Wed,BKIMEL,Malaysia,1,1,0,8.83,1,long
1,Internet,RoundTrip,7,92,0,Tue,BKIMEL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,171,61,11,Sun,BKIMEL,Australia,1,1,0,8.83,0,long
1,Internet,RoundTrip,21,85,7,Tue,BKIMEL,Malaysia,1,0,0,8.83,1,long
2,Mobile,RoundTrip,233,19,14,Sat,BKIMEL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,216,34,10,Fri,BKIMEL,Malaysia,1,0,1,8.83,0,long
2,Internet,RoundTrip,3,44,13,Tue,BKIMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,78,20,4,Fri,BKIMEL,Malaysia,1,1,1,8.83,0,long
4,Internet,RoundTrip,28,23,10,Tue,BKIMRU,Mauritius,1,0,0,7.42,0,long
1,Internet,RoundTrip,9,34,7,Mon,BKIOOL,Malaysia,1,1,1,8.83,1,long
1,Internet,RoundTrip,105,205,8,Wed,BKIOOL,Malaysia,1,1,1,8.83,0,long
6,Internet,RoundTrip,271,25,3,Mon,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,31,76,15,Wed,BKIOOL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,171,17,12,Tue,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,44,20,7,Tue,BKIOOL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,28,42,15,Fri,BKIOOL,Malaysia,1,0,0,8.83,1,long
1,Internet,RoundTrip,27,24,8,Wed,BKIOOL,Australia,1,1,0,8.83,0,long
1,Internet,RoundTrip,289,26,21,Sun,BKIOOL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,13,23,5,Mon,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,55,43,7,Wed,BKIOOL,Australia,1,0,1,8.83,0,long
1,Internet,RoundTrip,58,18,13,Fri,BKIOOL,Australia,1,1,0,8.83,0,long
1,Internet,RoundTrip,24,22,0,Sat,BKIOOL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,27,89,15,Fri,BKIOOL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,267,19,8,Mon,BKIOOL,Malaysia,0,0,1,8.83,0,long
2,Internet,RoundTrip,32,83,14,Fri,BKIOOL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,18,30,17,Mon,BKIOOL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,87,22,13,Sat,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,45,34,6,Fri,BKIOOL,Australia,1,0,0,8.83,0,long
3,Internet,RoundTrip,16,23,9,Wed,BKIOOL,Australia,0,1,1,8.83,0,long
1,Internet,RoundTrip,53,52,21,Tue,BKIOOL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,46,88,12,Tue,BKIOOL,Australia,1,0,1,8.83,0,long
1,Internet,RoundTrip,124,34,22,Tue,BKIOOL,"New Zealand",1,0,1,8.83,0,long
1,Internet,RoundTrip,335,27,10,Sat,BKIOOL,Australia,1,1,1,8.83,0,long
2,Internet,RoundTrip,84,50,8,Fri,BKIOOL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,32,119,2,Fri,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,226,22,7,Sun,BKIOOL,Malaysia,0,1,1,8.83,0,long
3,Internet,RoundTrip,114,20,14,Fri,BKIOOL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,42,49,7,Tue,BKIOOL,Australia,1,0,0,8.83,0,long
2,Internet,RoundTrip,225,33,22,Sun,BKIOOL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,172,85,5,Tue,BKIOOL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,22,19,2,Sat,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,79,21,13,Thu,BKIOOL,Malaysia,0,0,1,8.83,0,long
1,Internet,RoundTrip,13,21,5,Sat,BKIOOL,Australia,1,1,1,8.83,0,long
2,Internet,RoundTrip,121,17,13,Wed,BKIOOL,Malaysia,1,0,1,8.83,0,long
1,Internet,RoundTrip,11,17,9,Fri,BKIOOL,Thailand,1,0,0,8.83,0,long
2,Internet,RoundTrip,170,24,13,Tue,BKIOOL,Malaysia,1,0,0,8.83,0,long
1,Mobile,RoundTrip,37,29,5,Wed,BKIOOL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,54,19,13,Sun,BKIOOL,Australia,1,1,1,8.83,0,long
2,Internet,RoundTrip,297,25,6,Sun,BKIOOL,Australia,1,1,1,8.83,0,long
2,Internet,RoundTrip,12,18,10,Fri,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,140,44,6,Mon,BKIOOL,Malaysia,0,0,1,8.83,0,long
1,Internet,RoundTrip,41,90,6,Mon,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,33,23,6,Tue,BKIOOL,Australia,1,0,0,8.83,0,long
1,Mobile,RoundTrip,124,17,20,Wed,BKIOOL,Australia,0,0,0,8.83,0,long
4,Internet,RoundTrip,101,18,6,Sat,BKIOOL,Australia,1,0,1,8.83,1,long
1,Internet,RoundTrip,49,33,3,Fri,BKIOOL,Australia,0,0,0,8.83,0,long
1,Internet,RoundTrip,333,37,2,Mon,BKIOOL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,25,21,13,Mon,BKIOOL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,27,86,3,Sun,BKIOOL,Australia,1,1,1,8.83,1,long
1,Internet,RoundTrip,10,50,3,Thu,BKIOOL,Malaysia,1,0,0,8.83,0,long
2,Internet,RoundTrip,73,20,13,Sun,BKIOOL,Australia,1,1,0,8.83,0,long
2,Internet,RoundTrip,102,29,3,Sun,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,66,25,10,Thu,BKIOOL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,188,89,23,Tue,BKIOOL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,19,34,7,Tue,BKIOOL,Australia,1,0,1,8.83,0,long
1,Internet,RoundTrip,14,53,9,Sat,BKIOOL,Singapore,0,0,0,8.83,1,long
1,Internet,RoundTrip,30,17,3,Thu,BKIOOL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,10,53,10,Sun,BKIOOL,Malaysia,1,1,1,8.83,0,long
1,Internet,RoundTrip,137,40,23,Sun,BKIOOL,Australia,1,1,1,8.83,0,long
1,Mobile,RoundTrip,88,33,12,Sat,BKIOOL,Malaysia,0,0,0,8.83,0,long
1,Internet,RoundTrip,45,22,14,Fri,BKIOOL,Australia,1,1,0,8.83,0,long
1,Internet,RoundTrip,12,25,11,Fri,BKIOOL,Malaysia,1,0,0,8.83,0,long
1,Internet,RoundTrip,25,87,13,Tue,BKIOOL,Australia,1,1,1,8.83,1,long
1,Internet,RoundTrip,19,29,9,Wed,BKIPEK,Malaysia,1,1,1,6.42,0,medium
2,Internet,RoundTrip,104,17,2,Tue,BKIPEK,Russia,1,0,0,6.42,0,medium
1,Internet,RoundTrip,4,31,4,Mon,BKIPEK,Malaysia,1,0,1,6.42,0,medium
1,Internet,RoundTrip,218,32,13,Sun,BKIPEK,Malaysia,1,0,0,6.42,0,medium
2,Mobile,RoundTrip,22,29,14,Sun,BKIPEK,Malaysia,1,0,1,6.42,0,medium
2,Mobile,RoundTrip,7,22,15,Mon,BKIPER,Malaysia,1,0,0,5.62,0,short
1,Internet,RoundTrip,2,22,17,Thu,BKIPER,Australia,0,0,0,5.62,1,short
2,Internet,RoundTrip,17,17,5,Sun,BKIPER,Malaysia,0,0,1,5.62,0,short
2,Internet,RoundTrip,52,18,13,Mon,BKIPER,Australia,1,1,0,5.62,0,short
3,Internet,RoundTrip,27,30,14,Tue,BKIPER,Indonesia,1,0,1,5.62,0,short
1,Internet,RoundTrip,21,20,8,Thu,BKIPER,Australia,1,1,1,5.62,0,short
1,Internet,OneWay,8,1,12,Fri,BKIPER,Australia,0,0,0,5.62,0,short
1,Internet,RoundTrip,9,26,7,Tue,BKIPER,Australia,1,0,0,5.62,0,short
1,Internet,RoundTrip,8,66,7,Tue,BKIPER,Malaysia,1,0,0,5.62,0,short
1,Mobile,OneWay,9,1,4,Tue,BKIPER,Malaysia,0,0,0,5.62,0,short
1,Internet,RoundTrip,46,23,13,Fri,BKIPER,Australia,1,1,1,5.62,0,short
2,Internet,RoundTrip,60,20,14,Wed,BKIPER,Malaysia,1,0,1,5.62,0,short
1,Mobile,RoundTrip,116,116,11,Tue,BKIPER,Malaysia,1,1,1,5.62,0,short
1,Internet,RoundTrip,3,24,8,Thu,BKIPER,Australia,1,1,1,5.62,0,short
2,Internet,RoundTrip,40,19,12,Wed,BKIPER,Australia,1,1,1,5.62,0,short
1,Internet,RoundTrip,4,17,15,Sat,BKIPER,Australia,1,0,1,5.62,0,short
3,Internet,RoundTrip,213,48,14,Sun,BKIPER,Malaysia,1,1,0,5.62,1,short
2,Mobile,RoundTrip,24,1,15,Thu,BKIPER,Malaysia,0,0,0,5.62,1,short
1,Internet,OneWay,8,1,14,Fri,BKIPER,Australia,0,1,0,5.62,0,short
1,Internet,RoundTrip,116,26,3,Wed,BKIPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,43,125,16,Fri,BKIPER,Malaysia,1,1,1,5.62,1,short
1,Internet,RoundTrip,7,34,13,Mon,BKIPER,Australia,0,0,0,5.62,0,short
1,Mobile,RoundTrip,14,20,1,Wed,BKIPER,Australia,0,0,0,5.62,0,short
1,Internet,RoundTrip,4,90,5,Wed,BKIPER,Malaysia,0,1,0,5.62,0,short
5,Internet,RoundTrip,53,24,11,Thu,BKIPER,Australia,1,0,0,5.62,0,short
1,Internet,RoundTrip,5,87,5,Mon,BKIPER,Malaysia,1,0,1,5.62,1,short
2,Mobile,OneWay,27,1,6,Mon,BKIPER,Malaysia,1,0,0,5.62,1,short
2,Internet,RoundTrip,65,23,4,Tue,BKIPER,Australia,1,0,0,5.62,0,short
1,Internet,RoundTrip,154,17,11,Thu,BKIPER,Australia,1,0,0,5.62,0,short
2,Internet,RoundTrip,12,1,5,Tue,BKIPER,Malaysia,0,0,1,5.62,0,short
1,Internet,RoundTrip,6,87,1,Fri,BKIPER,Malaysia,1,0,1,5.62,0,short
2,Internet,RoundTrip,47,21,14,Mon,BKIPER,Malaysia,1,0,0,5.62,1,short
1,Internet,RoundTrip,2,1,5,Thu,BKIPER,Malaysia,1,0,0,5.62,0,short
1,Internet,RoundTrip,48,274,8,Mon,BKIPER,Malaysia,1,0,1,5.62,0,short
1,Internet,OneWay,3,1,5,Thu,BKIPER,Malaysia,1,0,0,5.62,0,short
1,Internet,RoundTrip,39,1,10,Sun,BKIPER,Australia,1,0,0,5.62,1,short
1,Internet,RoundTrip,54,24,7,Thu,BKIPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,38,58,4,Wed,BKIPER,Malaysia,0,0,0,5.62,0,short
1,Internet,RoundTrip,130,34,0,Mon,BKIPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,97,18,9,Sat,BKIPER,Australia,0,0,1,5.62,0,short
1,Internet,RoundTrip,24,93,6,Fri,BKIPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,42,26,6,Tue,BKIPER,Australia,1,1,1,5.62,1,short
1,Internet,RoundTrip,13,31,7,Wed,BKIPUS,Malaysia,1,1,1,6.33,1,medium
1,Internet,RoundTrip,62,33,6,Wed,BKIPUS,Malaysia,1,0,1,6.33,1,medium
1,Internet,RoundTrip,59,20,1,Sun,BKIPUS,"South Korea",1,0,1,6.33,1,medium
1,Mobile,RoundTrip,69,22,15,Sat,BKIPUS,"South Korea",1,1,1,6.33,0,medium
1,Internet,RoundTrip,49,74,7,Sat,BKIPUS,Malaysia,1,0,0,6.33,0,medium
1,Internet,RoundTrip,63,33,15,Tue,BKIPUS,Malaysia,1,0,1,6.33,1,medium
2,Internet,RoundTrip,49,36,15,Wed,BKIPVG,China,0,0,0,5.33,0,short
1,Internet,RoundTrip,24,28,9,Wed,BKISYD,Australia,1,1,1,8.58,0,long
2,Internet,RoundTrip,237,77,9,Sun,BKISYD,Australia,0,1,1,8.58,0,long
1,Internet,RoundTrip,168,89,13,Tue,BKISYD,Australia,1,1,0,8.58,0,long
1,Internet,RoundTrip,59,21,1,Tue,BKISYD,Malaysia,0,0,0,8.58,0,long
1,Internet,RoundTrip,32,29,8,Mon,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,87,25,3,Tue,BKISYD,Malaysia,0,0,0,8.58,0,long
1,Internet,RoundTrip,87,22,13,Sun,BKISYD,Australia,1,0,1,8.58,0,long
2,Internet,RoundTrip,157,90,7,Sun,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,98,36,13,Fri,BKISYD,Australia,1,1,1,8.58,0,long
3,Internet,RoundTrip,58,20,9,Wed,BKISYD,Malaysia,1,0,0,8.58,0,long
1,Internet,RoundTrip,200,87,12,Sun,BKISYD,Australia,1,1,0,8.58,0,long
1,Internet,RoundTrip,218,18,6,Fri,BKISYD,Australia,1,1,1,8.58,0,long
2,Internet,RoundTrip,5,88,21,Wed,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,121,24,7,Thu,BKISYD,Malaysia,1,0,1,8.58,0,long
1,Internet,RoundTrip,193,31,0,Wed,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,29,47,9,Thu,BKISYD,Malaysia,1,1,1,8.58,0,long
1,Mobile,RoundTrip,6,90,8,Sat,BKISYD,Malaysia,1,1,1,8.58,1,long
1,Internet,RoundTrip,149,18,7,Tue,BKISYD,Australia,1,1,0,8.58,1,long
2,Internet,RoundTrip,133,17,4,Fri,BKISYD,Malaysia,1,0,1,8.58,0,long
1,Mobile,RoundTrip,28,26,7,Thu,BKISYD,Malaysia,1,0,1,8.58,1,long
1,Internet,RoundTrip,65,63,10,Sun,BKISYD,Malaysia,1,0,0,8.58,0,long
1,Internet,RoundTrip,7,27,8,Thu,BKISYD,Malaysia,0,0,0,8.58,0,long
1,Internet,RoundTrip,29,89,6,Mon,BKISYD,Malaysia,1,1,1,8.58,0,long
1,Internet,RoundTrip,140,35,14,Mon,BKISYD,Malaysia,1,0,1,8.58,1,long
1,Internet,RoundTrip,54,21,13,Mon,BKISYD,Australia,1,1,0,8.58,0,long
1,Internet,RoundTrip,2,1,2,Tue,BKISYD,Australia,0,1,1,8.58,0,long
1,Internet,RoundTrip,47,27,5,Mon,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,54,21,13,Mon,BKISYD,Australia,0,0,0,8.58,0,long
1,Internet,RoundTrip,80,27,12,Wed,BKISYD,Australia,0,1,0,8.58,0,long
2,Internet,RoundTrip,403,22,11,Mon,BKISYD,Australia,0,0,0,8.58,0,long
1,Internet,RoundTrip,11,88,3,Sat,BKISYD,Malaysia,1,0,0,8.58,1,long
1,Internet,RoundTrip,169,86,2,Thu,BKISYD,Malaysia,1,1,0,8.58,0,long
5,Internet,RoundTrip,215,17,3,Sun,BKISYD,Malaysia,1,1,1,8.58,1,long
3,Internet,RoundTrip,412,21,11,Tue,BKISYD,Australia,0,0,1,8.58,0,long
1,Internet,RoundTrip,8,25,0,Mon,BKISYD,Malaysia,1,1,1,8.58,1,long
1,Internet,RoundTrip,10,23,12,Sat,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,77,21,13,Mon,BKISYD,Australia,1,0,0,8.58,0,long
1,Internet,RoundTrip,59,85,10,Wed,BKISYD,Malaysia,1,1,1,8.58,1,long
1,Internet,RoundTrip,2,86,1,Mon,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,90,17,8,Tue,BKISYD,"New Zealand",1,0,1,8.58,0,long
1,Internet,RoundTrip,145,64,4,Wed,BKISYD,Malaysia,1,1,1,8.58,0,long
2,Internet,RoundTrip,28,31,22,Wed,BKISYD,Australia,0,0,1,8.58,0,long
1,Internet,RoundTrip,11,35,14,Wed,BKISYD,Australia,1,0,0,8.58,1,long
2,Internet,RoundTrip,323,49,2,Tue,BKISYD,Australia,1,1,1,8.58,0,long
1,Internet,RoundTrip,13,29,5,Sun,BKISYD,Australia,1,0,0,8.58,1,long
1,Internet,RoundTrip,11,30,10,Fri,BKISYD,Australia,1,0,0,8.58,0,long
1,Internet,RoundTrip,44,18,9,Tue,BKISYD,Malaysia,1,1,1,8.58,0,long
1,Internet,RoundTrip,47,17,9,Mon,BKISYD,Malaysia,0,0,0,8.58,0,long
2,Internet,RoundTrip,215,23,9,Wed,BKIXIY,Malaysia,1,1,1,5,0,short
2,Internet,RoundTrip,24,28,16,Sun,BKIXIY,Malaysia,1,0,1,5,0,short
6,Internet,RoundTrip,332,17,5,Sun,BKIXIY,Malaysia,1,0,1,5,0,short
1,Internet,RoundTrip,40,24,18,Tue,BLRICN,Belgium,0,0,0,6.62,0,medium
1,Internet,RoundTrip,216,23,9,Sat,BLRICN,"South Korea",1,0,1,6.62,0,medium
1,Internet,RoundTrip,40,27,12,Fri,BLRMEL,Australia,1,1,1,8.83,1,long
3,Internet,RoundTrip,30,178,14,Mon,BLRMEL,Australia,1,0,1,8.83,1,long
1,Internet,RoundTrip,27,24,7,Thu,BLRMEL,India,1,1,1,8.83,0,long
2,Mobile,RoundTrip,41,83,5,Tue,BLRMEL,India,1,0,0,8.83,0,long
1,Internet,RoundTrip,99,22,5,Mon,BLRMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,14,40,5,Tue,BLRMEL,Australia,1,1,1,8.83,0,long
3,Internet,RoundTrip,98,34,15,Wed,BLRMEL,India,1,0,0,8.83,0,long
1,Internet,RoundTrip,32,64,1,Wed,BLRMEL,Australia,1,0,1,8.83,0,long
2,Internet,RoundTrip,55,64,1,Thu,BLRMEL,Australia,1,1,1,8.83,0,long
4,Internet,RoundTrip,59,36,12,Mon,BLRMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,28,94,14,Wed,BLRMEL,India,1,1,1,8.83,0,long
4,Internet,RoundTrip,78,22,11,Thu,BLRMEL,India,1,0,1,8.83,1,long
2,Internet,RoundTrip,156,27,4,Mon,BLRMEL,India,1,0,0,8.83,1,long
1,Internet,RoundTrip,24,105,8,Thu,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,374,29,18,Fri,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,27,97,3,Tue,BLRMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,6,41,18,Tue,BLRMEL,India,1,1,1,8.83,0,long
2,Internet,RoundTrip,45,81,8,Tue,BLRMEL,Australia,1,0,0,8.83,0,long
4,Internet,RoundTrip,40,29,13,Tue,BLRMEL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,166,24,11,Wed,BLRMEL,India,1,1,1,8.83,0,long
1,Mobile,RoundTrip,27,18,7,Sat,BLRMEL,India,1,1,1,8.83,0,long
2,Internet,RoundTrip,374,52,19,Fri,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,175,18,23,Thu,BLRMEL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,28,39,9,Wed,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,59,22,2,Wed,BLRMEL,Australia,0,0,1,8.83,0,long
1,Internet,RoundTrip,341,85,19,Fri,BLRMEL,India,1,1,1,8.83,0,long
2,Internet,RoundTrip,42,76,7,Wed,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,12,123,10,Fri,BLRMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,21,59,23,Sun,BLRMEL,Australia,1,1,1,8.83,0,long
2,Internet,RoundTrip,99,144,13,Sat,BLRMEL,Australia,1,1,1,8.83,0,long
4,Internet,RoundTrip,81,18,6,Sat,BLRMEL,India,1,0,1,8.83,1,long
1,Internet,RoundTrip,33,32,3,Tue,BLRMEL,Australia,1,0,1,8.83,1,long
1,Internet,RoundTrip,20,24,12,Tue,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,32,39,14,Wed,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,133,33,23,Tue,BLRMEL,Australia,0,1,0,8.83,0,long
1,Mobile,RoundTrip,29,17,15,Tue,BLRMEL,India,1,1,1,8.83,0,long
2,Internet,RoundTrip,5,21,19,Tue,BLRMEL,Kuwait,1,1,1,8.83,0,long
1,Internet,RoundTrip,215,25,8,Mon,BLRMEL,Australia,0,0,0,8.83,0,long
2,Internet,RoundTrip,91,32,14,Fri,BLRMEL,India,1,0,1,8.83,0,long
2,Internet,RoundTrip,176,48,8,Tue,BLRMEL,Australia,1,0,0,8.83,0,long
2,Internet,RoundTrip,29,25,14,Sat,BLRMEL,Australia,1,0,1,8.83,1,long
4,Internet,RoundTrip,254,33,11,Fri,BLRMEL,Australia,1,0,1,8.83,0,long
2,Internet,RoundTrip,33,90,7,Fri,BLRMEL,India,1,0,1,8.83,0,long
1,Internet,RoundTrip,66,21,8,Thu,BLRMEL,India,1,0,1,8.83,0,long
1,Internet,RoundTrip,179,19,11,Wed,BLRMEL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,13,28,11,Mon,BLRMEL,Australia,1,0,0,8.83,0,long
1,Mobile,RoundTrip,121,38,15,Sat,BLRMEL,India,1,0,0,8.83,0,long
1,Internet,RoundTrip,59,31,9,Fri,BLRMEL,India,1,0,0,8.83,0,long
1,Internet,RoundTrip,97,33,11,Mon,BLRMEL,Australia,1,0,1,8.83,0,long
2,Internet,RoundTrip,124,31,9,Fri,BLRMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,25,27,23,Tue,BLRMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,66,69,13,Sat,BLRMEL,Australia,0,0,0,8.83,0,long
1,Internet,RoundTrip,83,29,6,Thu,BLRMEL,India,1,1,0,8.83,0,long
1,Internet,RoundTrip,27,113,4,Mon,BLRMEL,Australia,1,0,1,8.83,0,long
1,Internet,RoundTrip,86,88,13,Thu,BLRMEL,Australia,1,0,1,8.83,0,long
2,Internet,RoundTrip,258,62,13,Thu,BLRMEL,India,1,0,0,8.83,0,long
2,Internet,RoundTrip,13,24,1,Thu,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,97,20,11,Thu,BLRMEL,India,1,1,0,8.83,1,long
1,Internet,RoundTrip,45,24,4,Sat,BLRMEL,"Saudi Arabia",1,0,0,8.83,1,long
1,Internet,RoundTrip,81,148,8,Thu,BLRMEL,Australia,1,0,1,8.83,0,long
2,Internet,RoundTrip,48,209,10,Tue,BLRMEL,Australia,1,1,1,8.83,0,long
1,Internet,RoundTrip,56,42,4,Sun,BLRMEL,India,1,0,0,8.83,0,long
2,Internet,RoundTrip,41,64,14,Sat,BLRMEL,Indonesia,1,1,1,8.83,1,long
1,Internet,RoundTrip,557,22,19,Sat,BLRMEL,India,1,0,1,8.83,0,long
1,Internet,RoundTrip,30,31,13,Fri,BLRMEL,India,1,0,0,8.83,0,long
1,Internet,RoundTrip,211,62,9,Tue,BLRMEL,India,1,0,0,8.83,0,long
2,Internet,RoundTrip,218,22,14,Sun,BLRMEL,Australia,1,1,1,8.83,1,long
1,Internet,RoundTrip,12,352,10,Sun,BLRMEL,India,1,0,1,8.83,1,long
4,Internet,RoundTrip,39,20,9,Thu,BLRMEL,Vietnam,1,0,1,8.83,0,long
3,Internet,RoundTrip,91,27,6,Mon,BLRMEL,India,1,1,1,8.83,0,long
1,Internet,RoundTrip,87,25,9,Mon,BLRMEL,Australia,1,1,0,8.83,0,long
1,Internet,RoundTrip,15,34,7,Mon,BLRMEL,Australia,1,0,0,8.83,0,long
2,Internet,RoundTrip,59,38,5,Fri,BLRMEL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,11,32,12,Sat,BLRMEL,India,1,1,1,8.83,0,long
2,Internet,RoundTrip,199,26,4,Sat,BLRMEL,Australia,1,0,1,8.83,0,long
2,Mobile,RoundTrip,7,23,12,Sat,BLRMEL,Australia,1,0,0,8.83,0,long
1,Internet,RoundTrip,42,21,4,Sun,BLRPER,Australia,0,0,0,5.62,0,short
1,Internet,RoundTrip,93,69,5,Sun,BLRPER,Australia,0,0,0,5.62,0,short
2,Internet,RoundTrip,87,23,12,Wed,BLRPER,Australia,1,0,1,5.62,0,short
2,Internet,RoundTrip,25,178,14,Thu,BLRPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,30,36,21,Tue,BLRPER,Australia,0,0,1,5.62,0,short
1,Internet,RoundTrip,83,52,10,Wed,BLRPER,Australia,1,1,1,5.62,0,short
1,Internet,RoundTrip,36,141,9,Thu,BLRPER,Australia,0,0,0,5.62,0,short
3,Internet,RoundTrip,0,22,16,Thu,BLRPER,Australia,1,0,0,5.62,0,short
1,Mobile,RoundTrip,40,43,15,Sat,BLRPER,India,1,1,1,5.62,0,short
2,Internet,RoundTrip,25,66,1,Sat,BLRPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,24,123,11,Thu,BLRPER,India,1,0,1,5.62,0,short
2,Internet,RoundTrip,190,36,5,Sun,BLRPER,India,0,0,0,5.62,0,short
2,Internet,RoundTrip,185,62,8,Wed,BLRPER,Australia,1,1,0,5.62,0,short
1,Internet,RoundTrip,49,79,12,Fri,BLRPER,Australia,1,0,0,5.62,0,short
1,Internet,RoundTrip,220,27,8,Wed,BLRPER,Australia,1,1,0,5.62,0,short
2,Internet,RoundTrip,58,22,3,Sun,BLRPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,18,29,14,Thu,BLRPER,Australia,1,0,1,5.62,0,short
2,Internet,RoundTrip,71,22,10,Sat,BLRPER,Australia,0,0,0,5.62,1,short
2,Internet,RoundTrip,270,39,11,Tue,BLRPER,Australia,1,0,0,5.62,0,short
2,Internet,RoundTrip,246,69,7,Tue,BLRPER,India,1,1,1,5.62,0,short
2,Internet,RoundTrip,50,68,12,Sun,BLRPER,Australia,1,0,1,5.62,0,short
3,Internet,RoundTrip,108,26,14,Sat,BLRPER,Australia,1,1,1,5.62,0,short
3,Internet,RoundTrip,20,31,4,Wed,BLRPER,Australia,1,1,1,5.62,0,short
3,Internet,RoundTrip,285,22,13,Thu,BLRPER,Australia,1,0,0,5.62,0,short
2,Internet,RoundTrip,28,88,4,Fri,BLRPER,Australia,1,0,1,5.62,0,short
1,Internet,RoundTrip,15,22,12,Sun,BLRPER,Australia,1,0,0,5.62,0,short
2,Internet,RoundTrip,6,43,14,Thu,BLRPER,Australia,1,1,1,5.62,1,short
